Order_ID,Customer_ID,Product_ID,Quantity,Total_Price,Order_Date
e32af09a-b6ab-497e-af3a-331e4d4ed6e7,e0d6cb3c-c4b0-4cfe-8225-b65d094d2424,2ef6e8fa-6a36-4515-b1c2-a0a700abf386,2,501.14,2020-03-06 06:49:07.272117
86eb8859-14ab-4d4e-9267-c5826f4e0c8e,fa3ca35a-5540-404b-a7eb-9001cdcbd840,3ba38e01-f8e7-4af2-9246-87ef0961d4f5,6,1078.86,2020-07-31 07:09:30.231510
7379b560-8897-4623-92a2-523ddcdc43a1,7ad4de53-e6d7-4cd3-99b8-13fb70fe7a34,a58c53bd-a34b-4541-b926-bec9eb84cac2,7,4203.849999999999,2021-05-11 04:33:09.707443
30c57f86-2fed-43c0-a399-654c2c3bb18d,4b9b409c-19f2-41c0-bc7c-6556e0647ebb,e6021be5-90be-4199-b6c6-82542fb2973c,9,3729.24,2023-09-12 01:47:56.290477
41c29d81-9622-43c1-b537-7cdb320d3e6a,81b513ad-5c02-48cf-bff0-39e1440c4d22,60127671-ab32-4fb5-bfeb-1a7782ad835e,9,6336.45,2021-08-20 18:02:04.254156
0b8915d7-0614-47c4-88be-25aae8fa477b,7f6608ca-b11e-497f-9421-34ee62f9e220,0d1b37a3-8159-4e28-841b-06971fe73e28,7,6661.83,2020-05-08 13:26:10.974298
5f05f9e8-57c3-4610-bc41-3c2ccbe3e783,de08452f-8820-4b7e-a394-dba5520a9ce7,9e82b85c-d4d6-4235-91f1-137fb41529ca,1,688.47,2022-10-23 08:26:37.744590
0abf28e1-7a76-47d5-9d66-2fe2ca920fda,e1ef782d-6bd8-4880-ae57-f6638c7309fc,48ba3e86-167d-4b02-a5e8-0885e946edcb,4,2419.28,2022-06-27 22:14:28.996406
73129f55-e6fd-45b1-a3ac-fef5fae85dd7,df6652a7-8923-431c-b49b-f57138dc1130,74416f33-d5da-409c-b483-ac019b19f5c3,5,4395.9,2021-02-02 11:44:28.581746
17647c6b-d1cc-4c86-a1d1-b06641de1574,ef9962f3-cfbe-470e-a6ad-d285dbbfa54b,69caf9a6-a313-489d-a21e-1bcab6ea430e,6,5067.9,2020-07-12 19:08:58.490900
a16962fd-0ae2-45cd-bc79-bb5c8fc3c76c,2a5aa693-90a5-487d-bed5-709577862299,2009dc42-c675-48f2-aef9-b3a86556d508,5,4485.6,2022-04-28 10:05:39.466906
444dee20-f3e7-4a46-94bf-86f28f3218db,6c01445d-e4d3-4560-99ee-4a377d042353,d47180ed-6607-4dd0-a521-303b187bfeb3,10,4545.5,2020-10-21 20:51:49.100957
2bad61d7-1e00-4280-9c63-851860da9097,ca0d091c-0d3d-4d01-a4c9-85f07e01f2f5,d96c5a13-1fbd-43a3-bcfc-83f5b139403b,5,3152.65,2021-03-29 14:41:32.246132
f4ca896e-9500-4cad-830b-1d4c264d2e17,3642f2c6-9513-4258-851a-1ca383020a5e,0a59ce14-fd99-4ded-bd19-4b22a52543fa,4,2968.64,2024-02-05 03:13:39.247584
7b10e89e-29e2-49df-951b-cb69f5d63fd7,d345f895-73fe-4d1f-9119-090e3e22cf40,152d1d94-2f29-4bd0-a1c7-8e3489a65c0f,9,7182.27,2022-03-25 05:25:06.103400
596d5762-2de9-4c0f-aa7c-7e6eefefb2fb,105dedd4-90ce-48ab-8993-d206ca55f9e4,82a088c5-b4be-4e1c-90d5-5fd8c20080fe,4,970.96,2020-08-16 03:15:33.290679
4e830cf0-ea4b-451d-b5ed-753db1dfe1fc,e919ab84-fdc0-4e10-938d-56418db183ab,273e9342-c3f2-47b0-b00d-81cfe7c77be9,4,2710.16,2020-09-04 21:52:30.900782
0e137c97-97a6-4818-848b-de4c93238bb7,d6e4e518-cf57-443a-bd52-6e86fbcc566e,b4ff33f4-c0c5-44fa-b179-25968b3c803b,1,21.98,2022-01-17 19:49:51.277135
069722e1-6803-47af-9c47-b07bc05c7671,766c89fa-2f04-4e88-b81a-732161a8c8cc,0e4bdf71-b57c-455d-bc95-375f945af521,7,6235.81,2020-04-08 13:12:59.128325
5c3f5e4c-676e-4223-b23d-74e93cb85325,1a547842-3a19-4957-bfd0-47957f49d7ac,ff4c2f8f-fec1-4b20-9de3-12e0cbc57993,2,587.0,2022-02-06 15:37:47.100947
18cc409c-c3fe-4a0a-badd-25b7c0bd5e7e,7e1e6a0d-dc49-4d83-8e35-ebb3e62d6bbf,19d59b65-6a65-4d3d-bd81-2be4b930378a,10,7799.299999999999,2023-07-20 01:36:03.152740
5584dd7c-bbe9-44f2-8928-5be0cb2b912b,a9b7151b-427a-4743-86ff-e810bf475d7d,3e15d4ff-0375-4164-937a-b0dfd6739f0f,4,2422.04,2021-09-18 11:29:58.872378
e2f1292e-f7d4-4921-9ca1-20d8304b94ab,fcd095ba-9da7-4877-89e8-ffbf1d694eab,15d270d3-226e-4503-924f-39c193400892,7,283.85,2020-04-20 09:48:22.183305
21626bc3-a6b1-4d05-833b-1765a2763852,97f80ead-3113-4cbc-b3e6-da7c182c1bf8,4e32733c-2c39-4aa7-b75a-b0736639ab0b,2,1348.38,2020-06-16 11:02:51.896443
603fcde8-7cd1-4101-9c18-a3b36b435a7c,35dd03a3-d610-48bb-bf55-2e91af1e49b0,df76abe5-3360-4c54-9890-7ec2645c7fc0,6,5066.64,2020-12-08 21:20:08.954202
96af1605-fe1f-494a-ad0a-77a9c6d3568a,6ac20f4e-bd84-4ef3-a10f-0d9286d0be2e,60c0b1ca-a734-4e07-8e1f-c8a269664b42,7,4549.650000000001,2024-01-07 16:20:06.803230
ecb2c286-1e0d-468d-a16a-ded8b8624aa0,d2a42dba-d1c6-48fb-8570-5502e3df3d49,ab6a1e20-ef43-4c5a-8e05-54d757e653e1,2,1644.44,2022-05-16 11:03:27.250579
6a7e8bad-7b5d-4f3f-8c9e-5541ccbfbe37,5abc78f2-f204-46f6-98f6-68def2561faf,cca822d5-f235-4e93-bddb-5773982c80d8,5,1944.1,2021-07-05 07:18:26.337887
430d7413-f257-401f-b302-4354e6b718b4,4296123a-900d-439a-87c0-5525cadcd900,066618f8-ec72-47ff-88f6-8bd11825a70d,3,2632.83,2023-03-22 19:52:48.607147
1ad65d13-2045-45e0-b163-645af742e15f,58190f47-3d69-4be5-84c1-1779b39e7d09,837ff513-33b8-42da-9af8-94a1d89badbb,4,2334.88,2021-03-27 22:18:04.305760
7f6d7fd7-c53d-495e-8568-c50e96c7a122,893fc836-422b-4d37-acf7-ccb08b7ae775,5fdec2be-913e-427a-8612-5657df06d851,5,3128.55,2022-11-03 19:40:23.187079
57d7cba7-1eeb-4305-8322-a5923f89ec8e,84c25e63-2b5d-4ac7-aec6-3ae95b02afd2,a637109e-42d2-49f1-be6e-99fb5ecaeccb,5,1996.6,2021-08-03 05:08:42.069876
18ad0b1e-12ad-49f2-82b4-f6b05970f153,7dace790-bced-4bb6-b388-068559ccd92a,1f414aad-0080-4dbe-937c-5582f51a3d3f,2,1267.68,2020-09-10 17:19:42.417183
997e4481-e229-4217-8442-8c00b89b8b53,59e13e12-6dbb-449c-b291-f63c47eece7d,4f0c2e2b-785a-49b7-8a7c-a01dff4e2a91,8,6623.52,2021-04-03 10:35:01.691442
84b0be99-00e5-4607-aa54-12f95f1dcdb0,4bdbee05-f517-4ebb-9bd0-ec1f071f9e5b,7a3e7d47-7962-46e1-9441-b50d3435fb0b,6,441.96,2020-10-16 11:22:56.701468
dfe2d902-1fb6-4a4d-ba6b-dba989fb8a2d,cb237dc8-8156-4ee7-ae50-9d7c8621e150,ea68ec4b-bad8-412e-9d0c-ee5e9e73a13f,2,549.7,2020-08-02 08:53:13.049796
3454381b-011b-4716-881d-d80693be949a,f053d94e-fac2-40e3-9241-c56673d29984,6a065eb2-450c-443a-8359-57b14d25f536,10,4683.8,2022-03-10 17:08:00.955267
1860702a-d1e1-4787-bdcc-22a7c6600e06,5caed76e-f5bd-4adc-99b7-afb4b8a7f58c,fd76f3c8-2fc3-47f7-8fed-f09a485e942b,4,1158.12,2022-01-24 02:49:56.106888
f5bb251f-db0b-46b0-848c-65aa5b9e9550,5e08d625-4621-4d7c-b164-90486adce4b6,9f4dfc84-0dfd-4b9f-bc6d-10c06799c149,5,4677.900000000001,2023-04-07 10:32:58.441894
c61cc74d-2164-408b-898a-acb5e4e44d11,037a19a4-2c4e-4ae1-abee-e2c2c2a29e98,91df663e-d9b0-496e-88c0-80fc1530bf08,1,162.51,2023-09-30 09:38:14.471217
04ece03c-e0b0-4ca2-ba08-dd28679ee8d3,110b54d1-5584-4c4e-88c9-ebdbd0147827,faf90bdb-cc47-40d7-9996-b289c3ed2516,8,6472.08,2022-11-30 12:55:23.970683
